,Video Title,Video ID,View Count,Duration,Description,Channel Title,Published Date,Trending Until
355,Run Facebook’s state-of-the-art large language model right from your computer in just a few minutes,ZoqEt0KtAjs,73,33,https://ollama.ai helps you install and run Llama 2 from your terminal.,7dotdev,2023-08-08T15:00:24Z,2023-09-06T11:45:19Z
356,The Six Five Insider with Micron&#39;s Ryan Baxter,UwMfkRbXCZM,26595,18:10,"On this episode of The Six Five Insider, hosts Daniel Newman and Patrick Moorhead talk with   Mircon’s Ryan Baxter, Senior Director of Marketing about Micron’s Compute Express Link™ (CXL™) technology. 

The conversation also covers:

* An overview on the status of CXL

* How the ecosystem is responding to CXL

* Examples of early use cases that Micron sees will benefit from CXL

* Insight into how CXL will help Large Language Models like ChatGPT

#Micron, #CXL, #Computerexpresslink, #lowlatency, #memory, #TheSixFivePodcast, #TheSixFiveWebcast, #DanielNewman, #PatrickMoorhead, #RyanBaxter

Be sure to subscribe to The Six Five Webcast, so you never miss an episode: https://www.youtube.com/channel/UC7-rtz96bYgd2m4AhKtZFQw

Disclaimer: The Six Five webcast is for information and entertainment purposes only. Over the course of this webcast, we may talk about companies that are publicly traded, and we may even reference that fact and their equity share price, but please do not take anything that we say as a recommendation about what you should do with your investment dollars. We are not investment advisors, and we do not ask that you treat us as such.",The Futurum Group,2023-08-08T14:48:48Z,2023-09-06T11:45:19Z
357,"Prof. Dr. Iryna Gurevych, UKP Lab, TU Darmstadt – Large Language Models in Museums?",N88EZSy1vU4,82,1:5:,"Vortrag von Prof. Dr. Iryna Gurevych (UKP Lab, TU Darmstadt)

Mehr zum Thema: ""Sense or nonsense? What culture do we want to produce with language models?""
https://www.landesmuseum.de/digital/projekte-museum-der-zukunft/kuenstliche-intelligenz-museum/gbt-sense-or-nonsense",Badisches Landesmuseum,2023-08-08T12:40:24Z,2023-09-06T11:45:19Z
358,Large Language Models and Knowledge Graphs: Merging Flexibility and Structure,1RZ5yIyz31c,1134,1:40:4,"We discuss how to infuse Large Language Models (LLMs) with Knowledge Graphs (KGs)! This is a very exciting approach, as we can combine the flexibility and generalisability of LLMs with the structure and reliability of KGs, and is a first step towards neurosymbolic architectures!

I will also be going through a LangChain implementation of LLMs with knowledge graphs as inputs, demonstrate some of the limitations currently faced, and show how we can better prompt engineer KG usage with LLMs using my very own StrictJSON Framework.

~~~~~~~~~~~~~

Slides: https://github.com/tanchongmin/TensorFlow-Implementations/blob/main/Paper_Reviews/LLM%20with%20Knowledge%20Graphs.pdf
Jupyter Notebook: https://github.com/tanchongmin/TensorFlow-Implementations/blob/main/Tutorial/LLM%20with%20Knowledge%20Graphs.ipynb
StrictJSON Framework: https://github.com/tanchongmin/strictjson
LangChain Documentation: https://python.langchain.com/docs/get_started/introduction.html
Tutorial on how to use LangChain and StrictJSON Framework for Knowledge Graphs and LLMs: https://www.youtube.com/watch?v=h2RitC7DUvo

Paper on Unifying LLMs and Knowledge Graphs: https://arxiv.org/abs/2306.08302
LLMs as Graph Neural Networks / Embeddings
ERNIE: https://arxiv.org/abs/1905.07129
TransE embeddings used by ERNIE: https://proceedings.neurips.cc/paper/2013/file/1cecc7a77928ca8133fa24680a88d2f9-Paper.pdf
QA-GNN: https://arxiv.org/abs/2104.06378
FactKB: https://arxiv.org/abs/2305.08281

~~~~~~~~~~~~~

0:00 Introduction
1:55 Pros and Cons of LLMs and Knowledge Graphs (KGs)
4:55 Retrieval Augmented Generation (RAG)
8:10 Problems with LLMs and RAG
17:40 Basics of KG
26:09 Hierarchy in KG
31:13 KGs can be structurally parsed
33:17 KG can represent environmental transitions
33:58 KG as tool/memory for LLM
39:16 3 approaches to integrate KG and LLMs
40:21 Approach 1: KG-augmented LLMs
59:05 Approach 2: LLM-augmented KG
1:05:37 Approach 3: LLMs and KG two-way interaction
1:10:16 LangChain Graph QA Example
1:16:35 Strict JSON Framework Graph QA Example
1:23:00 Discussion

~~~~~~~~~~~~~

AI and ML enthusiast. Likes to think about the essences behind breakthroughs of AI and explain it in a simple and relatable way. Also, I am an avid game creator.

Discord: https://discord.gg/bzp87AHJy5
LinkedIn: https://www.linkedin.com/in/chong-min-tan-94652288/
Online AI blog: https://delvingintotech.wordpress.com/
Twitter: https://twitter.com/johntanchongmin
Try out my games here: https://simmer.io/@chongmin",John Tan Chong Min,2023-08-08T10:46:40Z,2023-09-06T11:45:19Z
359,"Deep Learning for Natural Language Processing - Pre-Training, Transformers and Large Language Models",6O5YBNDCk7s,33,1:23:25,"In this course you will learn to solve a wide range of applied problems in Natural Language Processing, such as text representation, information extraction, text mining, word sense disambiguation, language modeling, similarity detection, and text summarization. The approaches studied in this course focus on neural network architectures such as recurrent neural networks, sequence-to-sequence, and transformers.

0:00 Outline
1:01 Pre-Training & Transfer Learning
7:14 Transformers & Model Architectures
53:01 More Training Methods
58:09 Prompting
1:06:29 Instruction Finetuning
1:09:44 Reinforcement Learning from Human Feedback (RLHF)
1:17:32 Large Language Models

*Creators*
🧑‍🏫 GippLab: https://gipplab.org/
🔗 CIDAS: https://t1p.de/CIDAS
🎓 Further Informations: https://gipplab.org/deep-learning-for-natural-language-processing/",Campus Institute Data Science Göttingen,2023-08-08T10:00:07Z,2023-09-06T11:45:19Z
360,Google DeepMind&#39;s RT-2 AI for Robots! Vision + Language = Action,F3xCTq15mQM,410,7:28,"Google DeepMind's RT-2: Vision and Language To Action in Robots

https://medium.com/@peterxing/google-deepmind-robotic-transformer-2-rt-2-a-leap-forward-in-vision-language-action-modelling-b792ed782b2b",Transhumanism Videos,2023-08-08T09:34:45Z,2023-09-06T11:45:19Z
361,Keith Frankish: What are large language models doing?,RU2SacVDigU,110,54:13,,Anna-Katharina Strasser,2023-08-08T07:49:03Z,2023-09-06T11:45:19Z
362,David Chalmers: Do large language models extend the mind?,tETOCvTzKEQ,90,41:37,,Anna-Katharina Strasser,2023-08-08T07:02:38Z,2023-09-06T11:45:19Z
363,How Large Language Models (LLMs) Can Enhance Everyday Conversations,VcpiRS0NMxw,12,31:33,"QuHarrison Terry discusses large language models (LLMs) and the rapidly changing landscape of emerging technologies in the AI field. He keeps current by following innovators, using the tools himself, and reading research papers. While LLMs have potential, issues like drift and lack of transparency remain challenges. The goal of the ""WTF What's the Future"" show and daily notes is to provide insights into the creative process around future technologies while helping others leverage their own expertise and niche knowledge.",WTF? w/ QuHarrison Terry,2023-08-08T04:18:46Z,2023-09-06T11:45:19Z
364,LLM basics #1 with the LLM Science Exam Kaggle Competition - Zero-Shot approaches,ddCYORu41Xs,1462,21:8,"Talking about ways to use an off-the-shelf language model to solve a multiple-choice task. Covering:
- Intro to the Kaggle competition
- Benchmarking with GPT3.5
- Using the OpenAI function calling API to enforce structure on answers
- Using Llama2 as a classifier by examining the logits (next token predictions)
- Using perplexity to evaluate question-answer pairs

Notebook using the OpenAI API to test GPT3.5: https://www.kaggle.com/johnowhitaker/benchmark-gpt3-5
Llama2 demo notebook: https://colab.research.google.com/drive/1lzfHOqCKg6k7HykHrf4qWJhhEO3I5VXj?usp=sharing (quickly made for this video, don't trust the calculations, rather start with the below notebook)  

Notebook testing different open models with the perplexity approach: https://www.kaggle.com/code/takamichitoda/llm-perplexity-ranking-ensemble (a good template to start experimenting since it shows how to run as a submission.",DataScienceCastnet,2023-08-07T21:46:10Z,2023-09-06T11:45:19Z
365,005  Blaise Agüera y Arcas Reassessing Intelligence—Insights from Large Language Models and the Ques,5yXl3gQ2mbk,3,31:20,,Allabay,2023-08-07T20:09:52Z,2023-09-06T11:45:19Z
366,Hailey Schoelkopf—Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,4SSbQTEE8es,884,8:18,"Hailey presents her poster for ""Pythia,—A Suite for Analyzing Large Language Models Across Training and Scaling"", accepted as Oral at ICML, which she co-authored as a research scientist at EleutherAI.

Hailey researches primarily on Large Language Models (LLMs), ranging from topics such as efficient at-scale distributed training, to critical evaluation work of AI systems, to steering and interpreting AI/ML systems' inner workings. I am a contributor or maintainer to several open-source widely used libraries, including GPT-NeoX and the LM Evaluation Harness. 

Paper: https://arxiv.org/pdf/2304.01373.pdf

Trained models, analysis code, training
code, and training data: https:
//github.com/EleutherAI/pythia.

Patreon: https://www.patreon.com/theinsideview

Patreon supporters:
- Tassilo Neubauer
- MonikerEpsilon
- Alexey Malafeev
- Jack Seroy
- JJ Hepburn
- Max Chiswick
- William Freire
- Edward Huff
- Gunnar Höglund
- Ryan Coppolo
- Cameron Holmes
- Emil Wallner
- Jesse Hoogland
- Jacques Thibodeau
- Vincent Weisser",The Inside View,2023-08-07T18:00:30Z,2023-09-06T11:45:19Z
367,Building a Generative AI-Powered App with Gorilla LLM: The API Store for LLMs,alDArqcxSvw,7471,47:51,"In this tutorial, We'll explore Gorilla LLM, an API Store designed for Language Model Models (LLMs). Sounds complicated, but it's all about making computers understand and use human language better!

With Gorilla LLM, I'll build a user-friendly app using streamlit. This app allows language models to talk to APIs (a way for apps to interact with each other) effortlessly. This cutting-edge technology ensures that when we ask a question or give a command, the app selects the correct API and makes sure it understands the context perfectly. It's like having an intelligent assistant that knows exactly what you mean!

Whether you're a developer, an AI enthusiast, or just curious about the latest tech, this tutorial is for you. Let's dive into this amazing world where language models and APIs work together seamlessly, making our apps smarter and more helpful.

Don't forget to like, subscribe, and let's build a community that shapes the future of technology together!

GitHub: https://github.com/AIAnytime/Gorilla-LLM-Demo-App
Gorilla GitHub: https://github.com/ShishirPatil/gorilla
LLM Playlist: https://www.youtube.com/playlist?list=PLrLEqwuz-mRIdlmvhddd7nGiNh8exqsBG

#ai #generativeai #python",AI Anytime,2023-08-07T17:53:44Z,2023-09-06T11:45:19Z
